Pays,Substance,Message
Autriche,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Autriche,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Autriche,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Autriche,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Autriche,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Autriche,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Autriche,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Autriche,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Autriche,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Autriche,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Autriche,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Autriche,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Andorre,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Andorre,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Andorre,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Andorre,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Andorre,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Andorre,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Angola,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Angola,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Angola,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Angola,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Angola,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Angola,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Angola,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
